id,title,category,subcategory,lab_type,risk_level,hazard_types,scenario,question,answer,steps,ppe,forbidden,disposal,first_aid,emergency,legal_notes,references,source_type,source_title,source_org,source_version,source_date,source_url,last_updated,reviewer,status,tags,language
EXT-NIH-CSG-005-e32828bdd2,"NIH Chemical Safety Guide - To perform a chemical hazard assessment,",化学,化学安全指南,化学,2,危险化学品;PPE;通风柜;储存;废弃物,参考NIH Office of Research Services公开资料处理化学安全指南相关实验室安全问题,"To perform a chemical hazard assessment,相关的实验室安全要求是什么？","laboratory workers should examine their plan for an experiment and identify all the chemicals that they are planning to use. The SDS for each chemical should be reviewed . SDS should be maintained by the laboratory in a central location, accessible either as a hard copy or electronically.","laboratory workers should examine their plan for an experiment and identify all the chemicals that they are planning...; The SDS for each chemical should be reviewed .; SDS should be maintained by the laboratory in a central location, accessible either as a hard copy or electronically.",按SDS、风险评估和本单位SOP选择PPE,禁止绕过工程控制、PPE、培训和审批要求,如产生废弃物，按SDS、本单位EHS分类和标签要求收集处置。,发生人员暴露或不适时立即停止操作、撤离风险源并联系导师/EHS/医疗支持。,异常、泄漏、设备失效或失控反应时立即升级给PI、实验室负责人和EHS。,公开权威资料整理，落地执行时需结合本单位SOP、SDS、EHS审批和适用法规。,"NIH Office of Research Services: NIH Chemical Safety Guide; section: To perform a chemical hazard assessment,",public_authoritative_source,NIH Chemical Safety Guide,NIH Office of Research Services,,,https://ors.od.nih.gov/sr/dohs/Documents/chemical-safety-guide.pdf,2026-05-01,auto-ingest; pending human EHS review,external_draft,external_public_source;NIH-CSG;化学;化学安全指南,en-US/zh-CN-meta
EXT-NIH-CSG-006-c43a2b92a5,NIH Chemical Safety Guide - A chemical hazard assessment entails gathering,化学,化学安全指南,化学,2,危险化学品;PPE;通风柜;储存;废弃物,参考NIH Office of Research Services公开资料处理化学安全指南相关实验室安全问题,A chemical hazard assessment entails gathering相关的实验室安全要求是什么？,"information about the health and physical hazards of the chemical and the proposed use of the chemical or reagent. This information should include: 1. SDS for the chemical or reagent 2. Description of work/activities/use 3. Disposal and environmental requirements 5. Proposed controls, to include: •",information about the health and physical hazards of the chemical and the proposed use of the chemical or reagent.; This information should include: 1.; Description of work/activities/use 3.,按SDS、风险评估和本单位SOP选择PPE,禁止绕过工程控制、PPE、培训和审批要求,按危险废物/生物废物/锐器废物类别、标签和容器要求收集，交由本单位合规流程处置。,发生人员暴露或不适时立即停止操作、撤离风险源并联系导师/EHS/医疗支持。,泄漏、火灾或失控释放时优先人员撤离、隔离区域、报警并联系EHS/应急人员。,公开权威资料整理，落地执行时需结合本单位SOP、SDS、EHS审批和适用法规。,NIH Office of Research Services: NIH Chemical Safety Guide; section: A chemical hazard assessment entails gathering,public_authoritative_source,NIH Chemical Safety Guide,NIH Office of Research Services,,,https://ors.od.nih.gov/sr/dohs/Documents/chemical-safety-guide.pdf,2026-05-01,auto-ingest; pending human EHS review,external_draft,external_public_source;NIH-CSG;化学;化学安全指南,en-US/zh-CN-meta
EXT-NIH-CSG-007-41e4bac3e2,NIH Chemical Safety Guide - The principal investigator or supervisor with,化学,化学安全指南,化学,2,危险化学品;PPE;通风柜;储存;废弃物,参考NIH Office of Research Services公开资料处理化学安全指南相关实验室安全问题,The principal investigator or supervisor with相关的实验室安全要求是什么？,primary responsibility for the laboratory performs the chemical hazard assessment. He or she may consult with your IC Safety and Health specialist. □ NOTE The Chemical Hygiene Plan contains templates for performing chemical hazard assessments and generating Control band SOP. Refer to the NIH Chemical Hygiene Plan {CHP) for more information. 11111)} National Insti tutes of Health • Office of Research Se.vices • Oivis~n of Safety,primary responsibility for the laboratory performs the chemical hazard assessment.; He or she may consult with your IC Safety and Health specialist.; □ NOTE The Chemical Hygiene Plan contains templates for performing chemical hazard assessments and generating Control...; Refer to the NIH Chemical Hygiene Plan {CHP) for more information.,按SDS、风险评估和本单位SOP选择PPE,禁止绕过工程控制、PPE、培训和审批要求,如产生废弃物，按SDS、本单位EHS分类和标签要求收集处置。,发生人员暴露或不适时立即停止操作、撤离风险源并联系导师/EHS/医疗支持。,异常、泄漏、设备失效或失控反应时立即升级给PI、实验室负责人和EHS。,公开权威资料整理，落地执行时需结合本单位SOP、SDS、EHS审批和适用法规。,NIH Office of Research Services: NIH Chemical Safety Guide; section: The principal investigator or supervisor with,public_authoritative_source,NIH Chemical Safety Guide,NIH Office of Research Services,,,https://ors.od.nih.gov/sr/dohs/Documents/chemical-safety-guide.pdf,2026-05-01,auto-ingest; pending human EHS review,external_draft,external_public_source;NIH-CSG;化学;化学安全指南,en-US/zh-CN-meta
EXT-NIH-CSG-008-ab758e0f73,NIH Chemical Safety Guide - Control Banded Standard Operating Procedure (SOP) Templates for Particularly Hazardous Substances (PHS),化学,化学安全指南,化学,2,危险化学品;PPE;通风柜;储存;废弃物,参考NIH Office of Research Services公开资料处理化学安全指南相关实验室安全问题,Control Banded Standard Operating Procedure (SOP) Templates for Particularly Hazardous Substances (PHS)相关的实验室安全要求是什么？,"Divisioo of Safety {OS) has developed SOP templates for PHS using the concept of control b.mding. ""Control Banding"" assigns general protection strategies to chemicals with sim itar hazards that are grouped into "" bands"". Chemicals that cannot be grouped with other chemicals based on the hazardous characteristics will have chemOCal specific SOP's. Contact: DS (IC Safety Specialist) for assistance in kleotifying the right SOP template for your chemical",Contact: DS (IC Safety Specialist) for assistance in kleotifying the right SOP template for your chemical,按SDS、风险评估和本单位SOP选择PPE,禁止绕过工程控制、PPE、培训和审批要求,如产生废弃物，按SDS、本单位EHS分类和标签要求收集处置。,发生人员暴露或不适时立即停止操作、撤离风险源并联系导师/EHS/医疗支持。,异常、泄漏、设备失效或失控反应时立即升级给PI、实验室负责人和EHS。,公开权威资料整理，落地执行时需结合本单位SOP、SDS、EHS审批和适用法规。,NIH Office of Research Services: NIH Chemical Safety Guide; section: Control Banded Standard Operating Procedure (SOP) Templates for Particularly Hazardous Substances (PHS),public_authoritative_source,NIH Chemical Safety Guide,NIH Office of Research Services,,,https://ors.od.nih.gov/sr/dohs/Documents/chemical-safety-guide.pdf,2026-05-01,auto-ingest; pending human EHS review,external_draft,external_public_source;NIH-CSG;化学;化学安全指南,en-US/zh-CN-meta
EXT-NIH-CSG-009-80344fd652,"NIH Chemical Safety Guide - Dichloromethane,Chlorofonn",化学,化学安全指南,化学,2,危险化学品;PPE;通风柜;储存;废弃物,参考NIH Office of Research Services公开资料处理化学安全指南相关实验室安全问题,"Dichloromethane,Chlorofonn相关的实验室安全要求是什么？","1,1-Dichloroethane,Ethylenedichloride, Vinylidenechloride,cisond tron5··1,2· Dichloroethene,1,2 -Dichloropropane,Methyl chloroform, l,l ,2-Trichloroetha ne, chromium,arsen ic, sodiumazide,sodium cyanide,diazomethane,nicl<.el carbonyl, chloroan i1 ine,vanad i<.1 moxide,thalliumsalts, ethidiumbromide,aminopyridineetc.","1,1-Dichloroethane,Ethylenedichloride, Vinylidenechloride,cisond tron5··1,2· Dichloroethene,1,2...",按SDS、风险评估和本单位SOP选择PPE,禁止绕过工程控制、PPE、培训和审批要求,如产生废弃物，按SDS、本单位EHS分类和标签要求收集处置。,发生人员暴露或不适时立即停止操作、撤离风险源并联系导师/EHS/医疗支持。,异常、泄漏、设备失效或失控反应时立即升级给PI、实验室负责人和EHS。,公开权威资料整理，落地执行时需结合本单位SOP、SDS、EHS审批和适用法规。,"NIH Office of Research Services: NIH Chemical Safety Guide; section: Dichloromethane,Chlorofonn",public_authoritative_source,NIH Chemical Safety Guide,NIH Office of Research Services,,,https://ors.od.nih.gov/sr/dohs/Documents/chemical-safety-guide.pdf,2026-05-01,auto-ingest; pending human EHS review,external_draft,external_public_source;NIH-CSG;化学;化学安全指南,en-US/zh-CN-meta
EXT-NIH-CSG-010-645e054728,NIH Chemical Safety Guide - DS has developed SOP templates for PHS,化学,化学安全指南,化学,2,危险化学品;PPE;通风柜;储存;废弃物,参考NIH Office of Research Services公开资料处理化学安全指南相关实验室安全问题,DS has developed SOP templates for PHS相关的实验室安全要求是什么？,"using the concept of control banding ""Control Banding"" assigns generic protection strategies to chemicals with similar hazards that are grouped into ""bands"". Chemicals that cannot be grouped with other chemicals based on the hazardous characteristics will have chemical specific SOP. Control banded SOP templates can be used for PHS in your lab and additional","using the concept of control banding ""Control Banding"" assigns generic protection strategies to chemicals with...; Chemicals that cannot be grouped with other chemicals based on the hazardous characteristics will have chemical...; Control banded SOP templates can be used for PHS in your lab and additional",按SDS、风险评估和本单位SOP选择PPE,禁止绕过工程控制、PPE、培训和审批要求,如产生废弃物，按SDS、本单位EHS分类和标签要求收集处置。,发生人员暴露或不适时立即停止操作、撤离风险源并联系导师/EHS/医疗支持。,异常、泄漏、设备失效或失控反应时立即升级给PI、实验室负责人和EHS。,公开权威资料整理，落地执行时需结合本单位SOP、SDS、EHS审批和适用法规。,NIH Office of Research Services: NIH Chemical Safety Guide; section: DS has developed SOP templates for PHS,public_authoritative_source,NIH Chemical Safety Guide,NIH Office of Research Services,,,https://ors.od.nih.gov/sr/dohs/Documents/chemical-safety-guide.pdf,2026-05-01,auto-ingest; pending human EHS review,external_draft,external_public_source;NIH-CSG;化学;化学安全指南,en-US/zh-CN-meta
EXT-NIH-CSG-011-a1cda5dcbb,NIH Chemical Safety Guide - Spill Prevention:,化学,化学安全指南,化学,2,危险化学品;PPE;通风柜;储存;废弃物,参考NIH Office of Research Services公开资料处理化学安全指南相关实验室安全问题,Spill Prevention:相关的实验室安全要求是什么？,Contact the Fire Department: Most spills are preventable. The following are some tips that could help to prevent or minimize the magnitude of a spill: • Substitute with a less hazardous chemical when­ ever possible. • Think through each step of your experiment carefully. • Order/ use the smallest quantity of chemicals possible. • Use bottle carriers to transport chemicals. • Order chemicals in poly-coated glass safety bottles.,Contact the Fire Department: Most spills are preventable.; • Order/ use the smallest quantity of chemicals possible.; • Use bottle carriers to transport chemicals.,实验服/阻燃实验服,禁止绕过工程控制、PPE、培训和审批要求,如产生废弃物，按SDS、本单位EHS分类和标签要求收集处置。,发生人员暴露或不适时立即停止操作、撤离风险源并联系导师/EHS/医疗支持。,泄漏、火灾或失控释放时优先人员撤离、隔离区域、报警并联系EHS/应急人员。,公开权威资料整理，落地执行时需结合本单位SOP、SDS、EHS审批和适用法规。,NIH Office of Research Services: NIH Chemical Safety Guide; section: Spill Prevention:,public_authoritative_source,NIH Chemical Safety Guide,NIH Office of Research Services,,,https://ors.od.nih.gov/sr/dohs/Documents/chemical-safety-guide.pdf,2026-05-01,auto-ingest; pending human EHS review,external_draft,external_public_source;NIH-CSG;化学;化学安全指南,en-US/zh-CN-meta
EXT-NIH-CSG-012-7651840506,NIH Chemical Safety Guide - The protective coating on these bottles can provide,化学,化学安全指南,化学,2,危险化学品;PPE;通风柜;储存;废弃物,参考NIH Office of Research Services公开资料处理化学安全指南相关实验室安全问题,The protective coating on these bottles can provide相关的实验室安全要求是什么？,"containment if the bottle breaks. Bethesda main campus: Dial 911 from an office phone or (301) 496-9911 from a cell phone; Off­ campus: Dial 9-911 from an office phone or 911 from a cell phone. For satellite locations, follow satellite-specific guidance which supersedes the main campus guidance at these locations. RML: Contact the Security Control Center (SCC).",RML: Contact the Security Control Center (SCC).,按SDS、风险评估和本单位SOP选择PPE,禁止绕过工程控制、PPE、培训和审批要求,如产生废弃物，按SDS、本单位EHS分类和标签要求收集处置。,发生人员暴露或不适时立即停止操作、撤离风险源并联系导师/EHS/医疗支持。,异常、泄漏、设备失效或失控反应时立即升级给PI、实验室负责人和EHS。,公开权威资料整理，落地执行时需结合本单位SOP、SDS、EHS审批和适用法规。,NIH Office of Research Services: NIH Chemical Safety Guide; section: The protective coating on these bottles can provide,public_authoritative_source,NIH Chemical Safety Guide,NIH Office of Research Services,,,https://ors.od.nih.gov/sr/dohs/Documents/chemical-safety-guide.pdf,2026-05-01,auto-ingest; pending human EHS review,external_draft,external_public_source;NIH-CSG;化学;化学安全指南,en-US/zh-CN-meta
EXT-NIH-CSG-013-96078f17d3,"NIH Chemical Safety Guide - RML: Report (Monday-Friday, 8:00 AM to 4:30 PM)",化学,化学安全指南,化学,4,危险化学品;PPE;通风柜;储存;废弃物,参考NIH Office of Research Services公开资料处理化学安全指南相关实验室安全问题,"RML: Report (Monday-Friday, 8:00 AM to 4:30 PM)相关的实验室安全要求是什么？","to RML OMS, Building 5, Room 204 or call (406) 375-9600 as soon as possible. If life threatening, call O from an office phone or 911. High-level hazard spill is defined as one that is requir­ ing outside assistance like a Fire Department. If ANY of the following criteria are met, an emergency response must be initiated: !RF-Frederick: Report (Monday-Friday, 7:30 AM to 5:00 PM ) to IRF OMS, Room 18116 or call (301) 631-7233 as soon as possible. If life-threatening, call 911. • Spill of any PHS, pyrophoric or water reacti ve material. • Any spill requiring outside assistance based on the risk assessment (genera lly spills >500ml outside containment or >1L inside containment).","If ANY of the following criteria are met, an emergency response must be initiated: !RF-Frederick: Report (Monday-...",按SDS、风险评估和本单位SOP选择PPE,禁止绕过工程控制、PPE、培训和审批要求,如产生废弃物，按SDS、本单位EHS分类和标签要求收集处置。,发生人员暴露或不适时立即停止操作、撤离风险源并联系导师/EHS/医疗支持。,泄漏、火灾或失控释放时优先人员撤离、隔离区域、报警并联系EHS/应急人员。,公开权威资料整理，落地执行时需结合本单位SOP、SDS、EHS审批和适用法规。,"NIH Office of Research Services: NIH Chemical Safety Guide; section: RML: Report (Monday-Friday, 8:00 AM to 4:30 PM)",public_authoritative_source,NIH Chemical Safety Guide,NIH Office of Research Services,,,https://ors.od.nih.gov/sr/dohs/Documents/chemical-safety-guide.pdf,2026-05-01,auto-ingest; pending human EHS review,external_draft,external_public_source;NIH-CSG;化学;化学安全指南,en-US/zh-CN-meta
EXT-NIH-CSG-014-44eb3ca520,NIH Chemical Safety Guide - If you witness or are involved in a high-level hazard,化学,化学安全指南,化学,2,危险化学品;PPE;通风柜;储存;废弃物,参考NIH Office of Research Services公开资料处理化学安全指南相关实验室安全问题,If you witness or are involved in a high-level hazard相关的实验室安全要求是什么？,"Leave the area, closing doors behind you . Prevent others from entering the area. If anybody is exposed initiate first aid at the work site: • Eyes: Flush with eyewash for 15 minutes • Skin: Use closest emergency shower for 15 minutes. Remove contaminated clothing while under the shower.",If anybody is exposed initiate first aid at the work site: • Eyes: Flush with eyewash for 15 minutes • Skin: Use...,护目镜/面屏,禁止绕过工程控制、PPE、培训和审批要求,如产生废弃物，按SDS、本单位EHS分类和标签要求收集处置。,发生暴露后立即停止操作，冲洗/脱除污染物并按本单位流程就医和报告。,泄漏、火灾或失控释放时优先人员撤离、隔离区域、报警并联系EHS/应急人员。,公开权威资料整理，落地执行时需结合本单位SOP、SDS、EHS审批和适用法规。,NIH Office of Research Services: NIH Chemical Safety Guide; section: If you witness or are involved in a high-level hazard,public_authoritative_source,NIH Chemical Safety Guide,NIH Office of Research Services,,,https://ors.od.nih.gov/sr/dohs/Documents/chemical-safety-guide.pdf,2026-05-01,auto-ingest; pending human EHS review,external_draft,external_public_source;NIH-CSG;化学;化学安全指南,en-US/zh-CN-meta
EXT-NIH-CSG-015-a27954b288,"NIH Chemical Safety Guide - For all campuses, if OMS is closed , call the Clinical",化学,化学安全指南,化学,2,危险化学品;PPE;通风柜;储存;废弃物,参考NIH Office of Research Services公开资料处理化学安全指南相关实验室安全问题,"For all campuses, if OMS is closed , call the Clinical相关的实验室安全要求是什么？","Center Operator at (301) 496-1211 and ask them to page an OMS physician immediately. For alternative satellite locations report to your onsite OMS Clinic (if applicable) or follow your satellite emergency response plan. Do not re-enter the room until the Fire Department or appropriate authorities determine that the area is safe. □ NOTE Breakthrough time for nitrile gloves may be quite short for some chemicals; use thick nitrile gloves or multi-hazard gloves such as Silver Shield® when working with those chemicals. Always check the manufacturer's guide for compatibility. ■I Hazard Control/Hazardous Spill Procedure □ NOTE ALWAYS report to OMS in the event of chemical exposure, no matter how minor.","For alternative satellite locations report to your onsite OMS Clinic (if applicable) or follow your satellite...; □ NOTE Breakthrough time for nitrile gloves may be quite short for some chemicals; use thick nitrile gloves or multi-...; ■I Hazard Control/Hazardous Spill Procedure □ NOTE ALWAYS report to OMS in the event of chemical exposure, no matter...",合适材质手套,禁止绕过工程控制、PPE、培训和审批要求,如产生废弃物，按SDS、本单位EHS分类和标签要求收集处置。,发生暴露后立即停止操作，冲洗/脱除污染物并按本单位流程就医和报告。,泄漏、火灾或失控释放时优先人员撤离、隔离区域、报警并联系EHS/应急人员。,公开权威资料整理，落地执行时需结合本单位SOP、SDS、EHS审批和适用法规。,"NIH Office of Research Services: NIH Chemical Safety Guide; section: For all campuses, if OMS is closed , call the Clinical",public_authoritative_source,NIH Chemical Safety Guide,NIH Office of Research Services,,,https://ors.od.nih.gov/sr/dohs/Documents/chemical-safety-guide.pdf,2026-05-01,auto-ingest; pending human EHS review,external_draft,external_public_source;NIH-CSG;化学;化学安全指南,en-US/zh-CN-meta
